weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
1564.5309,15 to 24 years,Male,Alberta,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
975.1892,25 to 34 years,Male,Saskatchewan,Visible minority,"$50,000 to $74,999",Going to school,Other,"NA",Yes,Financial situation
6320.1927,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
1766.8231,45 to 54 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
1189.7143,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),University bachelor's degree,No,"NA"
5977.6262,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
592.9638,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...",University bachelor's degree,No,"NA"
4123.8092,25 to 34 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
4460.0965,15 to 24 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3024.7816,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
1295.8679,15 to 24 years,Male,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...",Ph.D. (university-earned doctorate),No,"NA"
5359.6019,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
1637.8842,15 to 24 years,Male,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,"NA",College or CEGEP,No,"NA"
6034.9961,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3937.9713,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
2144.5868,25 to 34 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
1140.7327,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,University bachelor's degree,No,"NA"
5134.8382,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
1426.8138,15 to 24 years,Female,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
5053.2743,15 to 24 years,Male,Alberta,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3149.2933,15 to 24 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
491.7897,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
4527.4457,25 to 34 years,Male,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
4317.0726,15 to 24 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
4834.0627,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
7096.1876,15 to 24 years,Male,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1521.5473,15 to 24 years,Male,Manitoba,Visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,No,"NA"
1424.5603,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
873.2118,15 to 24 years,Female,Saskatchewan,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,Yes,Personal health
1642.386,15 to 24 years,Female,Manitoba,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,"NA",No,"NA"
1237.9599,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
4792.76,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1357.6147,15 to 24 years,Male,Manitoba,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
789.864,15 to 24 years,Female,Saskatchewan,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
3340.7445,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2998.3543,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,No,"NA"
1217.2298,15 to 24 years,Male,Manitoba,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1125.0473,15 to 24 years,Female,Manitoba,Visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...",Other,No,"NA"
3393.4244,15 to 24 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
750.2466,25 to 34 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1158.8528,25 to 34 years,Female,Manitoba,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1047.6138,15 to 24 years,Female,Saskatchewan,Visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
7453.6205,15 to 24 years,Female,Ontario,Visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2042.1906,15 to 24 years,Male,British Columbia,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
8989.2561,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Other - Specify
4317.0726,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3697.9511,25 to 34 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2051.5285,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
742.5576,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
589.2613,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
747.3138,25 to 34 years,Female,Manitoba,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
1323.3683,15 to 24 years,Male,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
4996.5706,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2954.9945,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
1841.803,25 to 34 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
6020.7656,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,Yes,Financial situation
7492.6167,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
2479.1713,15 to 24 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,Yes,Caring for own children
5002.5605,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,Other,College or CEGEP,Yes,Financial situation
11079.7068,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,"NA",Yes,Other - Specify
1283.475,15 to 24 years,Female,Nova Scotia,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
11248.9021,15 to 24 years,Female,British Columbia,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
257.2923,15 to 24 years,Female,Newfoundland and Labroador,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
962.9322,15 to 24 years,Male,Manitoba,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,No,"NA"
1917.3079,15 to 24 years,Female,Nova Scotia,Visible minority,"$100,000 to $124,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
10689.3051,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
4524.5658,15 to 24 years,Female,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,"NA","NA",No,"NA"
595.4723,15 to 24 years,Male,Prince Edward Island,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1967.3719,15 to 24 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3005.2281,25 to 34 years,Female,Manitoba,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
3635.6484,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,"NA",No,"NA"
4283.8574,15 to 24 years,Male,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
2777.8439,15 to 24 years,Male,Quebec,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
